--- Hosoya_Index ---
58	1
76	1
80	1
83	1
88	1
90	1
91	1
92	1
96	3
98	1
99	1
100	2
102	1
103	2
106	1
107	1
108	6
110	3
112	5
113	3
114	1
115	1
116	3
118	3
119	1
120	9
121	1
122	5
124	5
125	3
126	6
127	1
128	6
129	2
130	7
131	2
132	9
133	4
134	3
135	6
136	16
137	3
138	7
139	3
140	14
141	3
142	6
144	24
145	4
146	8
147	5
148	13
149	4
150	11
151	4
152	25
153	7
154	12
155	7
156	27
157	5
158	10
159	7
160	29
161	5
162	20
163	8
164	19
165	9
166	16
167	7
168	33
169	8
170	22
171	8
172	34
173	7
174	23
175	11
176	24
177	16
178	25
179	5
180	51
181	17
182	22
183	13
184	39
185	18
186	38
187	6
188	50
189	20
190	36
191	13
192	56
193	19
194	31
195	12
196	41
197	23
198	31
199	22
200	54
201	24
202	44
203	18
204	61
205	19
206	36
207	26
208	81
209	19
210	57
211	27
212	42
213	27
214	59
215	19
216	75
217	30
218	55
219	31
220	58
221	39
222	59
223	24
224	82
225	28
226	59
227	47
228	80
229	39
230	54
231	36
232	87
233	31
234	69
235	35
236	75
237	44
238	59
239	45
240	84
241	46
242	74
243	45
244	109
245	31
246	91
247	36
248	82
249	43
250	84
251	56
252	111
253	47
254	87
255	52
256	104
257	57
258	83
259	41
260	109
261	59
262	85
263	49
264	115
265	50
266	92
267	49
268	143
269	48
270	118
271	50
272	119
273	49
274	100
275	53
276	139
277	45
278	111
279	69
280	131
281	50
282	105
283	75
284	114
285	67
286	125
287	64
288	138
289	60
290	124
291	64
292	140
293	84
294	119
295	82
296	122
297	59
298	150
299	59
300	136
301	75
302	129
303	59
304	144
305	87
306	135
307	71
308	143
309	106
310	124
311	54
312	163
313	92
314	107
315	84
316	169
317	92
318	138
319	74
320	190
321	76
322	132
323	76
324	158
325	61
326	149
327	97
328	171
329	89
330	130
331	92
332	171
333	76
334	166
335	78
336	153
337	83
338	133
339	90
340	172
341	76
342	177
343	90
344	156
345	95
346	187
347	105
348	174
349	92
350	157
351	75
352	169
353	103
354	157
355	63
356	207
357	96
358	154
359	106
360	178
361	125
362	139
363	92
364	207
365	94
366	153
367	101
368	197
369	79
370	171
371	116
372	203
373	94
374	152
375	113
376	199
377	77
378	161
379	102
380	192
381	89
382	161
383	121
384	158
385	81
386	217
387	94
388	161
389	97
390	180
391	113
392	178
393	88
394	191
395	102
396	172
397	113
398	161
399	84
400	195
401	101
402	159
403	88
404	191
405	118
406	174
407	101
408	224
409	106
410	201
411	125
412	196
413	97
414	138
415	95
416	211
417	95
418	167
419	112
420	189
421	89
422	183
423	101
424	197
425	101
426	196
427	123
428	208
429	103
430	190
431	100
432	177
433	103
434	180
435	98
436	160
437	102
438	209
439	98
440	191
441	118
442	179
443	90
444	170
445	99
446	189
447	73
448	178
449	129
450	130
451	80
452	208
453	118
454	174
455	124
456	224
457	101
458	154
459	96
460	184
461	90
462	139
463	109
464	194
465	93
466	171
467	103
468	193
469	84
470	154
471	112
472	169
473	92
474	160
475	105
476	197
477	97
478	176
479	103
480	183
481	82
482	180
483	94
484	157
485	118
486	169
487	98
488	169
489	98
490	169
491	84
492	169
493	113
494	164
495	92
496	178
497	85
498	171
499	88
500	166
501	100
502	154
503	95
504	191
505	111
506	153
507	102
508	185
509	93
510	169
511	92
512	182
513	81
514	142
515	112
516	180
517	67
518	159
519	98
520	173
521	91
522	177
523	111
524	163
525	91
526	156
527	78
528	117
529	69
530	129
531	71
532	116
533	90
534	187
535	91
536	136
537	128
538	146
539	62
540	157
541	72
542	125
543	81
544	146
545	80
546	119
547	75
548	195
549	73
550	132
551	59
552	160
553	83
554	116
555	76
556	156
557	53
558	115
559	93
560	133
561	71
562	128
563	73
564	168
565	66
566	129
567	92
568	148
569	69
570	150
571	66
572	138
573	94
574	153
575	86
576	148
577	81
578	154
579	68
580	119
581	99
582	126
583	79
584	114
585	88
586	154
587	69
588	150
589	88
590	109
591	73
592	152
593	70
594	122
595	60
596	113
597	64
598	81
599	60
600	151
601	64
602	101
603	98
604	151
605	70
606	103
607	79
608	125
609	43
610	90
611	63
612	86
613	46
614	96
615	58
616	99
617	57
618	113
619	59
620	75
621	48
622	125
623	60
624	85
625	63
626	103
627	53
628	87
629	61
630	91
631	46
632	85
633	62
634	90
635	40
636	107
637	60
638	99
639	42
640	115
641	82
642	99
643	51
644	126
645	50
646	80
647	50
648	119
649	50
650	88
651	67
652	111
653	42
654	86
655	66
656	125
657	47
658	99
659	56
660	95
661	63
662	109
663	64
664	94
665	48
666	111
667	47
668	85
669	49
670	98
671	47
672	67
673	53
674	111
675	41
676	75
677	58
678	70
679	34
680	90
681	54
682	83
683	47
684	91
685	68
686	80
687	40
688	105
689	35
690	55
691	31
692	66
693	31
694	34
695	29
696	106
697	33
698	51
699	56
700	81
701	28
702	54
703	39
704	66
705	13
706	45
707	44
708	35
709	30
710	78
711	28
712	59
713	26
714	62
715	42
716	58
717	37
718	92
719	26
720	46
721	42
722	64
723	22
724	47
725	42
726	59
727	28
728	71
729	47
730	67
731	36
732	74
733	31
734	71
735	25
736	78
737	34
738	44
739	26
740	90
741	22
742	36
743	37
744	75
745	35
746	40
747	39
748	70
749	37
750	69
751	36
752	59
753	39
754	62
755	47
756	58
757	17
758	54
759	38
760	39
761	22
762	71
763	31
764	44
765	30
766	71
767	28
768	69
769	35
770	63
771	15
772	38
773	32
774	46
775	13
776	49
777	25
778	43
779	24
780	57
781	32
782	37
783	13
784	66
785	24
786	18
787	12
788	40
789	8
790	20
791	21
792	43
793	17
794	34
795	23
796	35
797	12
798	36
799	19
800	39
801	11
802	22
803	27
804	36
805	8
806	57
807	12
808	27
809	18
810	38
811	12
812	17
813	16
814	44
815	6
816	23
817	21
818	48
819	18
820	42
821	25
822	27
823	18
824	42
825	25
826	23
827	14
828	45
829	11
830	28
831	19
832	44
833	15
834	21
835	16
836	64
837	15
838	28
839	27
840	41
841	12
842	34
843	25
844	37
845	9
846	41
847	22
848	22
849	21
850	38
851	12
852	22
853	17
854	32
855	22
856	33
857	24
858	60
859	12
860	25
861	20
862	40
863	14
864	29
865	12
866	29
