--- Zagreb_M1 ---
86	3
90	5
94	6
96	3
98	9
100	18
102	17
104	18
106	20
108	26
110	27
112	53
114	57
116	91
118	71
120	102
122	93
124	128
126	180
128	231
130	251
132	303
134	287
136	347
138	407
140	503
142	620
144	778
146	782
148	967
150	912
152	1120
154	1208
156	1605
158	1829
160	2234
162	2097
164	2647
166	2423
168	2951
170	3282
172	4067
174	4365
176	5439
178	5169
180	5865
182	5659
184	6626
186	7081
188	8601
190	9331
192	10871
194	10735
196	11708
198	11334
200	12359
202	12952
204	15251
206	16587
208	19083
210	19169
212	20284
214	19332
216	20202
218	20896
220	22893
222	24138
224	28546
226	29207
228	30782
230	30583
232	29525
234	28172
236	30625
238	31558
240	35175
242	37095
244	40246
246	40495
248	41194
250	38983
252	36251
254	35210
256	38040
258	39774
260	44125
262	45597
264	46989
266	47692
268	46297
270	42377
272	39495
274	37015
276	38303
278	41952
280	45260
282	46746
284	48941
286	47445
288	45638
290	42708
292	37689
294	33544
296	33542
298	35544
300	38547
302	41287
304	43335
306	42756
308	40886
310	38136
312	34180
314	29564
316	26320
318	25012
320	27258
322	30185
324	32210
326	33831
328	33376
330	31123
332	28965
334	25255
336	21712
338	18257
340	16453
342	17241
344	19727
346	21735
348	22838
350	23334
352	22019
354	20091
356	18063
358	14979
360	12363
362	10184
364	9507
366	10367
368	12052
370	13798
372	14178
374	14014
376	13490
378	11844
380	10234
382	8523
384	6707
386	5198
388	4802
390	5459
392	6376
394	7449
396	7853
398	7961
400	7479
402	6655
404	5692
406	4546
408	3601
410	2793
412	2212
414	2323
416	2860
418	3447
420	3872
422	4163
424	3976
426	3491
428	3096
430	2493
432	1999
434	1509
436	1097
438	950
440	986
442	1310
444	1626
446	1877
448	1961
450	1830
452	1614
454	1347
456	1117
458	871
460	632
462	467
464	362
466	367
468	503
470	689
472	810
474	835
476	832
478	728
480	626
482	480
484	377
486	305
488	210
490	143
492	114
494	164
496	230
498	311
500	347
502	343
504	334
506	289
508	222
510	186
512	139
514	102
516	67
518	50
520	41
522	58
524	94
526	123
528	147
530	131
532	130
534	120
536	93
538	68
540	52
542	39
544	28
546	17
548	9
550	16
552	36
554	43
556	53
558	58
560	52
562	48
564	38
566	32
568	23
570	15
572	9
574	7
576	5
578	1
580	6
582	14
584	20
586	21
588	22
590	23
592	18
594	14
596	11
598	7
600	4
602	4
604	1
606	1
610	2
612	5
614	8
616	9
618	12
620	8
622	8
624	6
626	4
628	2
630	2
636	1
640	1
642	1
644	2
646	4
648	5
650	4
652	4
654	2
656	2
660	1
674	1
676	1
678	2
680	3
682	2
684	1
686	1
708	1
710	1
712	1
714	2
742	1
744	1
776	1
810	1
